Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings,Director,Hero,Heroine
Balakrishnudu,2017,UA,"Action, Comedy, Romance            ","    A local toughie is hired as a bodyguard to protect a girl from the rivals of her family and becomes a natural target for her enemies. In the process, he ends up falling in love with her.",130,4.6,62,Pavan Mallela,Nara Rohit, Regina Cassandra
Partha,2003,UA,"Action, Romance            ",nan,147,7.1,62,Kodi Ramakrishna,Srikanth, Simran Bagga
Athade Oka Sainyam,2004,NA,Action            ,nan,0,7.1,62,S. V. Krishna Reddy,Jagapathi Babu, Neha Pendse
Rakshana,1993,NA,Drama            ,nan,0,7.2,62,Uppalapati Narayana Rao,Akkineni Nagarjuna, Shobana
Garam,2016,UA,"Action, Romance            ","    An unemployed troublemaker is forced by his father to leave home and go in search of work to the city of Hyderabad, where the youngster promptly falls in love. Can he learn responsibility and protect his loved ones?",147,4.9,61,Madan,Aadi, Adah Sharma
Raja Cheyyi Vesthe,2016,NA,"Action, Romance, Thriller            ","    An aspiring film director narrates a breath-taking story to his girlfriend in a coffee shop. An unknown message knocks the door the next day, asking him to write a love story. He sends his ...                See full summaryÂ Â»",144,5.7,61,Pradeep Krishnamoorthy,Nara Rohit, Isha Talwar
It's My Love Story,2011,NA,Romance            ,    It's My Love Story is the story of Arjun (Aravind Krishna) and Vandana (Nikhita Narayan) who meet in an unexpected way and are forced to live together. Both of them fall in love but when ...                See full summaryÂ Â»,0,5.9,61,Madhura Sreedhar Reddy,Arvind Krishna, Nikitha Narayan
Okariki Okaru,2003,U,Romance            ,nan,0,7.7,61,Ravi Raja Pinisetty,Srikanth, Arti Agarwal
Kurradu,2009,A,Action            ,    Varun is a youngster from a middle class family. He is passionate about bikes and it's his dream to own a bike. Varun buys a bike and uses it positively to get a job of recovery agent for a...                See full summaryÂ Â»,133,4.5,61,Sandeep Gunnam,Varun Sandesh, Neha Sharma
Homam,2008,UA,Action            ,    Telugu version of The Departed.,148,5.8,61,J.D. Chakravarthy,J. D. Chakravarthy, Mamta Mohandas
Raahu,2020,A,Thriller            ,"    Bhanu suffers from 'conversion disorder a.k.a hysterical blindness' where she goes temporarily blind under severe stress, in her case triggered upon seeing blood, must fight her enemy who inflicts more bloodshed than she ever imagined.",123,6.6,61,Subbu Vedula,AbeRaam Varma, Kriti Garg
Gulebakavali Katha,1962,U,"Musical, Drama, Fantasy            ",    The adventurous journey of a prince to achieve a magical flower to bring back his father's vision.,0,8.2,61,Kamalakara Kameshwara Rao,N. T. Rama Rao, Jamuna
Nene Raju Nene Manthri,1987,NA,nan,nan,0,8,61,Teja,Rana Daggubati, Kajal Aggarwal
Osey Ramulamma,1997,A,"Action, Drama            ",nan,0,7.5,61,Dasari Narayana Rao,Dasari Narayana Rao, Vijayashanti
Trinetrudu,1988,U,"Action, Crime, Thriller            ",    CBI Officer Abhimanyu vows to take out the Drug lord DD and the drug mafia in Goa.,145,7.3,61,A. Kodandarami Reddy,Chiranjeevi, Bhanupriya
Oka Oori Katha,1977,NA,"Comedy, Drama            ","    The father of a son living on the fringes of a village believes that working is a fools game, for the lord takes what little the workers make. When a young woman enters their home tensions begin to rise and their idle life is threatened.",116,7.5,61,Mrinal Sen,Raja Shekhar, Vijaya Shanthi
Bhale Manchi Chowka Beram,2018,UA,"Comedy, Drama, Thriller            ",    Two friends try to sell country's secrets to terrorists and face some dramatic consequences.,134,6.4,60,Murali Krishna Mudidani,Naveed Raza, Yamini Bhaskar
Bhairava Geetha,2018,NA,Drama            ,"    Bhairava Geetha is a bilingual presented by Ram Gopal Varma. Story of Geetha (Irra Mor), who belongs to a family with a hard-core faction backdrop, returns to her village after her ...                See full summaryÂ Â»",119,5,60,Siddhartha Thatholu,Dhananjaya, Irra Mor
Naanna Nenu Naa Boyfriends,2016,UA,Family            ,    Padmavati / Paddu (Hebah Patel) is the adored daughter of Raghava Rao (Rao Ramesh). A Prophesier prophesied Raghava Rao that if he refuses to accept any of her daughter's wish then she will...                See full summaryÂ Â»,140,4.5,60,Bhaskar Bandi, Noel Sean,Hebah Patel
Basanti,2014,UA,Action            ,    A group of students are taken as hostages in their own 'Basanti College' by a gang of terrorists.,122,6.5,60,Chaitanya Dantuluri,Aadi, Shanvi Srivastava
Mansara,2010,NA,Drama            ,"    A magnificent love story that tests the emotional strength of true love when it is pitted against the brutal force of the martial art, Kalaripayittu.",0,7.2,60,Madan,Rajiv Kanakala, Monika
Gaayam 2,2010,NA,"Action, Crime, Drama            ","    Ram is a restaurant owner in Bangkok. Ram leads his life happily with his wife Vidya and adopted son Chaitanya. One day, psychopath killers attempt to molest a female worker at Ram""s ...                See full summaryÂ Â»",0,5.4,60,Praveen Sri,Jagapathi Babu, Vimala Raman
Village lo Vinayakudu,2009,U,Action            ,    Karthik (Krishnudu) runs a play school in Hyderabad and his girl friend Kavya is a doctor. Kavya goes to her village Rajolu to stay with her combined family to attend the engagement of her ...                See full summaryÂ Â»,0,6.7,60,Sai Kiran Adivi,Krishnudu, Saranya Mohan
Abbaigaru,1993,NA,Drama            ,nan,0,7.2,60,E. V. V. Satyanarayana,Venkatesh, Meena
Ammo Okato Tariku,2000,NA,Family            ,    A middle class man fights with various financial troubles due to overpopulated family resolves them by resolving family conflicts.,0,7.3,60,Y. Srinivasa Reddy,Srikanth, Soundarya
Raksha,2008,NA,Horror            ,    Jagapathi Babu(Rajiv) who is an Atheist finds demonic Behavior in his Daughter Raksha. He then later finds out that it is not a ghost but the possessive power out of some ones Evil Plans.,0,6.1,60,Vamsi Krishna Akella,Jagapathi Babu, Kalyani
Stoovertpuram Police Station,1991,U,"Action, Drama            ","    The village of Stoovertpuram has always lived in fear and loathing of the police, who they see as a major force of oppression, and a toy of the rich, wealthy and influential, and will have ...                See full summaryÂ Â»",148,6.6,60,Satish Vegesna,Chiranjeevi, Nagma
Srimanthudu,1971,U,"Drama, Romance            ","    Srimanthudu is a 1971 Indian Telugu film, directed by K. Pratyagatma and Produced by G. Radhakrishna Murthy. The film stars Akkineni Nageswara Rao and Jamuna in lead roles. The music of the film was composed by T. Chalapathi Rao.",149,7.2,60,K. Pratyagatma,Akkineni Nageswara Rao, Jamuna
Lakshmi Raave Maa Intiki,2014,NA,"Drama, Family, Romance            ","    Even after knowing that the girl of his dreams and the one he is in love with has been promised to another man, Sai intends to win over her father's heart to ask him for the girl's hand in marriage.",152,4.5,59,Nandyala Ravi,Naga Shourya, Avika Gor
Mr. Theertha,2010,UA,"Action, Drama, Family            ","    A school teacher wants his son to study mathematics, but he aspires to become a mechanic.",137,6.5,59,Veera Sanker,Rajendra Prasad, Vanisri
Ee Abbai Chala Manchodu,2003,U,Comedy            ,nan,0,5.1,59,Agathiyan,Ravi Teja, Anushka Shetty
Yemaindi Ee Vela,2010,NA,"Drama, Romance            ",nan,0,5.4,59,Sampath Nandi,Varun Sandesh, Nisha Agarwal
Subhakankshalu,1998,U,"Comedy, Drama            ",nan,154,7.3,59,Bhimaneni Srinivasa Rao,Jagapathi Babu, Soundarya
Samsaaram Oka Chadarangam,1987,U,Drama            ,    Maintaining a family is not an easy task. The story of a joint family who need to overcome all the misunderstandings in order to lead a happy life.,0,8,59,Muthyala Subbaiah,Krishnam Raju, Vanisri
Intinti Bhagavatham,1988,NA,nan,nan,0,8.1,59,Relangi Narasimha Rao,Chiranjeevi, Vanisri
Driver Ramudu,1979,U,"Action, Drama            ",    Ramu is a truck driver. He is a very honest person. But he gets implicated in a smuggling case. He finally proves his innocence to overcome all the problems.,145,8.1,59,Kodi Ramakrishna,N. T. Rama Rao, Jayasudha
Saradaga Kasepu,2010,U,Comedy            ,nan,125,5.6,58,Vamsy,Allari Naresh, Madhavi Latha
Snehithuda,2009,NA,Romance            ,nan,0,5.6,58,Satyam Bellamkonda,Uday Kiran, Aarti Agarwal
Kaasi,2004,NA,Romance            ,nan,0,6.7,58,L. Raja,Jagapathi Babu, Kalyani
Prema Pipasi,2020,A,Romance            ,    A man goes down a destructive path in his pursuit of true love to the extent of harassing the very woman that he claims to love.,142,8.2,58,Tapi Chanakya,Jaya Prada, Jaya Chitra
Uyarntha Ullam,1985,U,"Action, Drama, Romance            ",nan,0,7.3,58,Sridhar Prasad,Kamal Haasan, Ambika
Pekata Paparao,1993,U,"Drama, Comedy            ",nan,0,6.8,58,  Kodi Ramakrishna,Rajendra Prasad, Rupini
Praja pratinidhi,1988,NA,Comedy            ,"    Indian Telugu film starring Krishna, Jayasudha, Sobhana,Shavukar Janaki and Jayamalini in lead roles.",131,8.4,58,  Srikanth Addala,Krishna, Sridevi
Meghasandesam,1983,U,"Drama, Musical            ","    Ravindra Babu, a great poet marries a simple woman. But things changes a lot after he starts liking another woman.",151,7.5,58,Dasari Narayana Rao,Krishna, Jayaprada
Joker,1993,U,"Drama, Comedy, Family            ","    A philandering architect masquerades as a cook in a colleague's home, in order to woo her.",0,7.1,58,Pawan Kumar,Rajendra Prasad,Vani Vishwanath
Marana Mrudangam,1988,U,Action            ,nan,137,7.6,58,A. Kodandarami Reddy,Kamal Haasan, Sripriya
Maa Bhoomi,1979,A,Drama            ,    The film depicts a typical life of villagers under feudalistic society in Telangana region. The film follows the story of a young landless Telangana peasant named Ramaiah (Sai Chand) from ...                See full summaryÂ Â»,158,8.3,58,Goutam Ghose,Bhanuchander, Suhasini
Kerintha,2015,U,"Drama, Romance            ",    Journey of six students through out their college life where each one has their own issues to deal with.,141,6.5,57,Sai Kiran Adivi,Sumanth Ashwin, Anitha Chowdary
Tripura,2015,NA,"Comedy, Horror            ",    Tripura (Swathi) is village girl who has weird dreams and all those dreams come true.She one day dreams that she will kill her Husband.,151,5.7,57,Raj Kiran,Naveen Chandra, Swathi Reddy
123,2002,NA,Comedy            ,"    Three men, each with their own special needs, all fall in love with the same woman.",127,5.7,57,Bharath Parepalli,Prabhas, Anshu
Jaffa,2013,NA,Comedy            ,"    Jasmine Phalguna aka Jaffa is a software engineer who is convicted on charges of murder. He becomes the go to guy in jail, and even the jailer becomes an ardent follower. But Jaffa wants to run away.",160,4.8,57,Vennela Kishore, Brahmanandam,NA
Jai Bolo Telangana,2011,NA,History            ,nan,0,6.7,57,N. Shankar,Jagapathi Babu,NA
Nee Sneham,2002,NA,Drama            ,nan,141,6.4,57,Paruchuri Murali,Uday Kiran, Aarthi Agarwal
Maro Charitra,2010,U,Romance            ,    Maro Charitra is an adaptation of the classic 1978 film of the same name by K Balachander.,0,3.4,57,Ravi Yadav,Kamal Haasan, Saritha
Aswamedham,1992,U,"Action, Drama            ","    Abhimanyu (Shobhan Babu) is an honest IPS officer who arrests an international mafia don smuggler Vyaghra (Amrish Puri), but Vyaghra somehow escapes from the prison. Kiriti (Nandamuri ...                See full summaryÂ Â»",0,7.1,57,K. Raghavendra Rao,Nandamuri Balakrishna, Jayasudha
Rachayitha,2018,NA,Romance            ,"    Aditya Varma's love for Padmavati makes him want to give her a new life as she is desolated but she starts to behave in a strange manner. What happens next, forms the crux.",122,7.2,56,Vidya Sagar,Santosh Samrat, Rachayita
Terror,2016,UA,"Action, Thriller            ",    A disgraced cop races against time to prevent an imminent terror attack and discovers the involvement of corrupt politicians and officers from his own department.,130,7.1,56,Satish Kasetty,Srikanth, Nikita
Avunu Part 2,2015,NA,"Horror, Thriller            ",    The lustful spirit of Captain Raju stalks Mohini till the end in this continuation of the first part. A true part 2 in the sense that the second part picks up from exactly the same shot from where the first part ended.,198,4.9,56,Ravi Babu,Harshvardhan Rane, Avantika Mishra
Kashi from Village,2005,U,"Action, Drama            ","    Kashi is a family man, who will go great lengths to do anything for his family.",143,6.6,56,Krishnudu Yarlagadda,Sai Ronak, Shravya
Aadu Magaadra Bujji,2013,NA,"Action, Comedy, Romance            ","    Siddhu, a naughty easy going guy falls in love with Indu. But Indu is the sister of Cherry who keeps on protecting his sister from others' eyes. But on the other hand Cherry he loves Anjali...                See full summaryÂ Â»",141,5.9,56,Krishna Reddy Gangadhasuu,Sudheer Babu, Asmita Sood
Papikondalu,1986,NA,nan,nan,0,8.3,56,Vamsy,Siddharth Varma, Shantanu
RDX Love,2019,A,Drama            ,    RDX Love talks about Alivelu (Payal) who takes charge of a village and solves their issues against all odds.,145,3.2,56,Shankar Bhanu,Tejus Kancherla, Paayal Rajput
Rajdooth,2019,NA,Drama            ,"    A 25-year-old rouge's quest for an old Rajdooth bike. He, along with his friend backtrack the lost bike from Pochampally to Khammam to various other places in Andhra Pradesh and in the ...                See full summaryÂ Â»",130,6.7,56,"Arjun Gunnala, Carthyk",Meghamsh Srihari, Raasi
Classmates,2007,U,"Drama, Mystery, Romance            ","    A group of friends meet after years at their college reunion, where unresolved issues from their past are brought to the fore",156,6.1,56,K.V. Prasad,Sumanth, Aakanksha Singh
Oka Radha Iddaru Krishnulu,1986,U,"Comedy, Drama, Romance            ",nan,0,6.8,56,A. Kodandarami Reddy,Krishna, Sridevi
Sri Kanaka Mahalakshmi Recording Dance Troupe,1987,U,"Musical, Comedy, Drama            ",nan,0,7.6,56,S.V. Krishna Reddy,Naresh, Madhavi
Sri Krishnarjuna Yudham,1963,U,"Drama, Fantasy, History            ","    After vanquishing the army of the Kauravas, the Pandava Brothers preside over Indraprastha, and Arjun takes a journey to worship Lord Shiva. It is during this journey that he will challenge...                See full summaryÂ Â»",174,8.1,56,Kodi Ramakrishna,Nandamuri Balakrishna, Soundarya
Rambantu,1996,U,"Family, Musical            ",nan,0,7.3,56,G. Nageswara Reddy,Naresh,Easwari Rao
Intlo Dayyam Nakemi Bhayam,2016,NA,"Comedy, Horror            ",nan,0,4.7,55,Gangaraju Gunnam,Allari Naresh, Kruthika Jayakumar
